index,식품명,식품중량,탄수화물(g),단백질(g),지방(g),에너지(kcal)
7833,피자_흥부포테이토 피자 씬도우 (L),733.0,0.0,11.48,0.0,289
7834,피자_흥부포테이토 피자 씬도우 (R),536.0,0.0,11.94,0.0,278
7835,피자_흥부포테이토 피자 치즈링 (G),1592.0,0.0,15.09,0.0,269
7836,피자_흥부포테이토 피자 치즈링 (L),976.0,0.0,14.75,0.0,270
7837,피자_흥부포테이토 피자 치즈링 (R),757.0,0.0,14.29,0.0,269
7838,피자_디트로이트 더블페퍼로니 피자 (L),926.0,0.0,14.0,0.0,357
7839,피자_디트로이트 미티디럭스 피자 (L),942.0,0.0,13.85,0.0,337
7840,피자_디트로이트 하와이안 피자 (L),992.0,0.0,11.29,0.0,299
7841,피자_12첩콤비네이션 피자 (L),917.2,0.0,10.83,0.0,236
7842,피자_12첩콤비네이션 피자 (R),571.7,0.0,11.29,0.0,239
7843,기타차_매실차 핫(HOT) (L),946.0,0.0,0.0,0.0,30
7844,피자_허니비프 피자,674.0,0.0,13.35,0.0,284
7845,피자_허니크런치스테이크 피자,1048.0,0.0,13.0,0.0,251
7846,피자_허브포테이토 피자 씬 (L),824.0,0.0,10.68,0.0,242
7847,피자_허브포테이토 피자 씬 (R),468.0,0.0,10.26,0.0,241
7848,피자_헤븐스페셜 피자 (L),1004.0,0.0,13.49,0.0,273
7849,피자_홍대 피자 골드스윗 (L),1038.0,0.0,11.36,0.0,269
7850,피자_홍대 피자 골드스윗 (R),810.0,0.0,11.38,0.0,268
7851,피자_홍대 피자 리코타링 (L),948.0,0.0,11.57,0.0,269
7852,피자_홍대 피자 리코타링 (R),745.0,0.0,12.0,0.0,271
7853,피자_홍대 피자 석쇠 (L),848.0,0.0,11.11,0.0,264
7854,피자_홍대 피자 석쇠 (R),665.0,0.0,11.54,0.0,264
7855,피자_홍대 피자 씬도우 (L),777.0,0.0,11.86,0.0,268
7856,피자_홍대 피자 씬도우 (R),612.0,0.0,12.42,0.0,261
7857,피자_홍대 피자 치즈링 (L),968.0,0.0,12.2,0.0,261
7858,피자_홍대 피자 치즈링 (R),765.0,0.0,12.9,0.0,260
7859,피자_화이트고구마무스 피자 (L),1252.0,0.0,8.88,0.0,236
7860,피자_황제천왕 피자 (L),1280.0,0.0,11.88,0.0,253
7861,피자_흐르쥬퐁듀 시카고 피자,1112.0,24.32,9.73,6.49,221
7862,피자_흥부포테이토 피자 골드스윗 (G),1707.0,0.0,13.45,0.0,277
7863,피자_해쉬베이컨 피자 치즈링 (L),1048.0,0.0,13.74,0.0,234
7864,피자_해쉬베이컨 피자 치즈링 (R),720.0,0.0,13.89,0.0,234
7865,피자_햄벅한새우 피자 골드 (L),1451.0,0.0,10.67,0.0,223
7866,피자_햄벅한새우 피자 골드 (R),903.0,0.0,12.39,0.0,259
7867,피자_햄벅한새우 피자 노엣지 (L),1288.0,0.0,10.64,0.0,219
7868,피자_햄벅한새우 피자 노엣지 (R),794.0,0.0,12.56,0.0,259
7869,피자_햄벅한새우 피자 에그타르트 (L),1451.0,0.0,9.92,0.0,228
7870,피자_햄벅한새우 피자 에그타르트 (R),903.0,0.0,11.5,0.0,265
7871,피자_햄벅한새우 피자 치즈캡 (L),1410.0,0.0,11.74,0.0,223
7872,피자_햄벅한새우 피자 치즈캡 (R),890.0,0.0,13.51,0.0,261
7873,피자_햄벅한새우 피자 크림치즈 (L),1497.0,0.0,9.82,0.0,224
7874,피자_햄벅한새우 피자 크림치즈 (R),931.0,0.0,11.21,0.0,260
7875,피자_행복하새우 피자 (L),970.0,23.47,13.01,6.86,241
7876,피자_허니 고르곤졸라 스퀘어 피자,100.0,0.0,12.0,0.0,254
7877,피자_허니갈릭쉬림프 피자 (L),865.0,0.0,11.57,0.0,245
7878,피자_허니갈릭쉬림프 피자 (M),651.0,0.0,10.91,0.0,242
7879,피자_허니갈릭텐더 피자 (L),751.0,0.0,10.95,0.0,249
7880,피자_허니갈릭텐더 피자 (M),565.0,0.0,11.43,0.0,262
7881,기타차_매실차 아이스(ICED) (M),591.0,0.0,0.0,0.0,29
7885,피자_핫치킨 피자 (XL),1080.0,0.0,18.89,0.0,268
7887,피자_핫칠리새우 피자 (L),1120.0,0.0,3.75,0.0,88
7888,피자_핫커리치킨 피자 밀도우 (L),970.0,0.0,8.99,0.0,107
7889,피자_핫커리치킨 피자 밀도우 (R),650.0,0.0,6.0,0.0,71
7890,피자_핫커리치킨 피자 씬도우 (L),760.0,0.0,8.99,0.0,107
7891,피자_핫커리치킨 피자 씬도우 (R),550.0,0.0,5.99,0.0,71
7892,피자_핫페퍼불고기 피자 (L),735.0,0.0,19.0,0.0,353
7893,피자_해쉬베이컨 피자 골드스윗 (L),1118.0,0.0,12.86,0.0,243
7894,피자_해쉬베이컨 피자 골드스윗 (R),765.0,0.0,12.57,0.0,243
7895,피자_해쉬베이컨 피자 리코타링 (L),1028.0,0.0,13.18,0.0,240
7896,피자_해쉬베이컨 피자 리코타링 (R),700.0,0.0,13.14,0.0,242
7897,피자_해쉬베이컨 피자 석쇠 (L),928.0,0.0,12.93,0.0,233
7898,피자_해쉬베이컨 피자 석쇠 (R),620.0,0.0,12.9,0.0,233
7899,피자_해쉬베이컨 피자 씬도우 (L),817.0,0.0,12.75,0.0,266
7900,피자_해쉬베이컨 피자 씬도우 (R),599.0,0.0,10.67,0.0,282
7901,피자_핫스파이스 피자 (L),742.0,0.0,13.98,0.0,227
7902,피자_핫스파이시치킨 피자 (L),795.0,0.0,11.74,0.0,209
7903,피자_핫스파이시치킨 피자 (M),586.0,0.0,12.37,0.0,215
7904,피자_핫스파이시치킨 피자 오리지널 (M),535.0,36.36,13.48,12.87,288
7905,피자_핫앤스파이시멕시칸 피자 (F),1075.0,0.0,9.7,0.0,232
7906,피자_핫앤스파이시멕시칸 피자 (L),799.0,0.0,9.5,0.0,232
7907,피자_핫앤스파이시멕시칸 피자 (P),1367.0,0.0,9.49,0.0,231
7908,피자_핫앤스파이시멕시칸 피자 (R),442.0,0.0,9.52,0.0,232
7909,피자_핫앤스파이시 피자 (L),1118.0,0.0,12.14,0.0,264
7910,피자_핫제육쉬림프 피자 (L),880.0,0.0,11.97,0.0,208
7911,피자_핫제육쉬림프 피자 (M),660.0,0.0,13.65,0.0,209
7912,피자_핫직화불고기 피자 (L),825.0,0.0,11.75,0.0,225
7913,피자_핫직화불고기 피자 (M),611.0,0.0,12.23,0.0,226
7914,피자_핫치킨쉬림프 피자 (L),1210.0,0.0,12.07,0.0,236
7917,피자_핫치킨쉬림프 피자 (M),660.0,0.0,12.56,0.0,200
7918,피자_핫치킨 쉬림프 피자 (XL),1180.0,0.0,8.84,0.0,177
7919,피자_핫치킨포테이토 피자 (L),1485.0,0.0,14.0,0.0,230
7920,피자_핫멕시칸 피자 백미스크린치즈크러스트 (L),1040.0,0.0,13.08,0.0,221
7921,피자_핫멕시칸 피자 백미스크린치즈크러스트 (R),576.0,0.0,12.5,0.0,213
7922,피자_핫멕시칸 피자 씬 (L),744.0,0.0,13.98,0.0,231
7923,피자_핫멕시칸 피자 씬 (R),420.0,0.0,12.86,0.0,230
7924,피자_핫멕시칸 피자 체다크림크러스트 (L),1112.0,0.0,12.95,0.0,228
7925,피자_핫멕시칸 피자 체다크림크러스트 (R),642.0,0.0,12.15,0.0,228
7926,피자_핫멕시칸 피자 치즈크러스트 (L),1104.0,0.0,13.04,0.0,224
7927,피자_핫멕시칸 피자 치즈크러스트 (R),648.0,0.0,12.96,0.0,222
7928,피자_핫멕시칸 피자 팬 (L),1008.0,0.0,13.49,0.0,230
7929,피자_핫멕시칸 피자 팬 (R),582.0,0.0,12.37,0.0,229
7930,피자_핫멕시칸 피자 흑미스크린 (L),952.0,0.0,13.45,0.0,220
7931,피자_핫멕시칸 피자 흑미스크린 (R),510.0,0.0,12.94,0.0,214
7932,피자_핫멕시칸 피자 흑미스크린치즈크러스트 (L),1040.0,0.0,13.08,0.0,216
7933,피자_핫멕시칸 피자 흑미스크린치즈크러스트 (R),576.0,0.0,12.5,0.0,208
7934,피자_핫바베큐 피자,840.0,0.0,14.29,0.0,268
7935,피자_핫불고기 피자 (L),872.0,0.0,14.43,0.0,242
7936,피자_핫쉬림프골드 피자 (L),1104.0,0.0,12.08,0.0,242
7937,피자_핫쉬림프 피자 (L),960.0,0.0,13.45,0.0,225
7938,기타차_매실차 아이스(ICED) (L),946.0,0.0,0.0,0.0,30
7939,피자_할루미 피자 흑미스크린 (R),462.0,0.0,16.88,0.0,264
7940,피자_할루미 피자 흑미스크린치즈크러스트 (L),952.0,0.0,15.97,0.0,255
7941,피자_할루미 피자 흑미스크린치즈크러스트 (R),528.0,0.0,15.91,0.0,251
7942,피자_핫&스파이시치킨 피자 (L),1060.0,0.0,11.36,0.0,244
7943,피자_핫&스파이시치킨 피자 (R),630.0,0.0,11.39,0.0,241
7944,피자_핫갈베 피자 (L),850.0,0.0,6.32,0.0,281
7945,피자_핫멕시칸 피자 고구마크러스트 (L),1104.0,0.0,12.32,0.0,227
7946,피자_핫멕시칸 피자 고구마크러스트 (R),636.0,0.0,11.32,0.0,226
7947,피자_핫멕시칸 피자 밀스크린 (L),976.0,0.0,13.11,0.0,233
7948,피자_핫멕시칸 피자 밀스크린 (R),522.0,0.0,12.64,0.0,226
7949,피자_핫멕시칸 피자 밀스크린고구마크러스트 (L),1064.0,0.0,12.03,0.0,231
7950,피자_핫멕시칸 피자 밀스크린고구마크러스트 (R),576.0,0.0,11.46,0.0,224
7951,피자_핫멕시칸 피자 밀스크린체다크림크러스트 (L),1072.0,0.0,12.69,0.0,232
7952,피자_핫멕시칸 피자 밀스크린체다크림크러스트 (R),582.0,0.0,12.37,0.0,226
7953,피자_핫멕시칸 피자 밀스크린치즈크러스트 (L),1072.0,0.0,13.43,0.0,226
7954,피자_핫멕시칸 피자 밀스크린치즈크러스트 (R),588.0,0.0,13.27,0.0,219
7955,피자_핫멕시칸 피자 백미스크린 (L),944.0,0.0,13.56,0.0,227
7956,피자_핫멕시칸 피자 백미스크린 (R),504.0,0.0,13.1,0.0,221
7957,피자_할루미 피자 밀스크린고구마크러스트 (R),534.0,0.0,14.61,0.0,265
7958,피자_할루미 피자 밀스크린체다크림크러스트 (L),984.0,0.0,15.45,0.0,271
7959,피자_할루미 피자 밀스크린체다크림크러스트 (R),534.0,0.0,15.73,0.0,269
7960,피자_할루미 피자 밀스크린치즈크러스트 (L),976.0,0.0,16.39,0.0,266
7961,피자_할루미 피자 밀스크린치즈크러스트 (R),546.0,0.0,16.48,0.0,259
7962,피자_할루미 피자 백미스크린 (L),856.0,0.0,16.82,0.0,271
7963,피자_할루미 피자 백미스크린 (R),462.0,0.0,16.88,0.0,269
7964,피자_할루미 피자 백미스크린치즈크러스트 (L),952.0,0.0,15.97,0.0,259
7965,피자_할루미 피자 백미스크린치즈크러스트 (R),528.0,0.0,17.05,0.0,256
7966,피자_할루미 피자 씬 (L),656.0,0.0,18.29,0.0,288
7967,피자_할루미 피자 씬 (R),378.0,0.0,17.46,0.0,289
7968,피자_할루미 피자 체다크림크러스트 (L),1024.0,0.0,15.63,0.0,265
7969,피자_할루미 피자 체다크림크러스트 (R),594.0,0.0,15.15,0.0,267
7970,피자_할루미 피자 치즈크러스트 (L),1016.0,0.0,16.54,0.0,261
7971,피자_할루미 피자 치즈크러스트 (R),600.0,0.0,16.0,0.0,261
7972,피자_할루미 피자 팬 (L),920.0,0.0,16.52,0.0,271
7973,피자_할루미 피자 팬 (R),534.0,0.0,15.73,0.0,273
7974,피자_할루미 피자 흑미스크린 (L),856.0,0.0,16.82,0.0,265
7975,피자_한우핫불고기 피자 라이스바이트 (R),808.0,0.0,15.46,0.0,275
7976,피자_한우핫불고기 피자 석쇠 (F),1045.0,0.0,17.13,0.0,273
7977,피자_한우핫불고기 피자 석쇠 (L),895.0,0.0,16.93,0.0,259
7978,피자_한우핫불고기 피자 석쇠 (R),458.0,0.0,16.93,0.0,260
7979,피자_한우핫불고기 피자 치즈크러스트 (F),1175.0,0.0,17.6,0.0,272
7980,피자_한우핫불고기 피자 치즈크러스트 (L),1095.0,0.0,17.54,0.0,267
7981,피자_한우핫불고기 피자 치즈크러스트 (R),628.0,0.0,17.76,0.0,274
7982,피자_한우핫불고기 피자 팬 (F),1145.0,0.0,17.29,0.0,280
7983,피자_한우핫불고기 피자 팬 (L),955.0,0.0,17.12,0.0,266
7985,피자_할라피노 피자 (L),822.0,0.0,6.47,0.0,289
7986,피자_할라피뇨프라이 피자 (L),1391.0,0.0,14.0,0.0,268
7987,피자_할라피뇨 피자 오리지널 (M),495.0,31.07,19.28,15.39,295
7988,피자_할루미 피자 고구마크러스트 (L),1016.0,0.0,14.96,0.0,264
7989,피자_할루미 피자 고구마크러스트 (R),594.0,0.0,14.14,0.0,264
7990,피자_할루미 피자 밀스크린 (L),888.0,0.0,16.22,0.0,276
7991,피자_할루미 피자 밀스크린 (R),474.0,0.0,16.46,0.0,276
7992,피자_할루미 피자 밀스크린고구마크러스트 (L),976.0,0.0,14.75,0.0,270
7993,기타차_유자 엘더베리 아이스(ICED),473.0,0.0,0.21,0.0,41
7994,피자_한우불고기 피자 라이스골드 (R),708.0,0.0,16.88,0.0,274
7995,피자_한우불고기 피자 라이스바이트 (F),1752.0,0.0,15.73,0.0,261
7996,피자_한우불고기 피자 라이스바이트 (L),1335.0,0.0,16.11,0.0,269
7997,피자_한우불고기 피자 라이스바이트 (R),808.0,0.0,15.46,0.0,275
7998,피자_한우불고기 피자 석쇠 (F),1247.0,0.0,16.76,0.0,255
7999,피자_한우불고기 피자 석쇠 (L),895.0,0.0,16.93,0.0,259
8000,피자_한우불고기 피자 석쇠 (R),458.0,0.0,16.93,0.0,260
8001,피자_한우불고기 피자 치즈크러스트 (F),1377.0,0.0,17.2,0.0,256
8002,피자_한우불고기 피자 치즈크러스트 (L),1095.0,0.0,17.54,0.0,267
8003,피자_한우불고기 피자 치즈크러스트 (R),628.0,0.0,17.76,0.0,274
8004,피자_한우불고기 피자 팬 (F),1347.0,0.0,16.92,0.0,263
8005,피자_한우불고기 피자 팬 (L),955.0,0.0,17.12,0.0,266
8006,피자_한우불고기 피자 팬 (R),488.0,0.0,17.06,0.0,267
8007,피자_한우핫불고기 피자 골드 (L),1255.0,0.0,16.52,0.0,267
8008,피자_한우핫불고기 피자 라이스골드 (F),1468.0,0.0,17.09,0.0,264
8009,피자_한우핫불고기 피자 라이스골드 (R),708.0,0.0,16.88,0.0,274
8010,피자_한우핫불고기 피자 라이스바이트 (F),1550.0,0.0,15.85,0.0,273
8011,피자_한우핫불고기 피자 라이스바이트 (L),1335.0,0.0,16.11,0.0,269
8012,피자_하와이언 피자 치즈크러스트 (R),585.0,0.0,16.38,0.0,294
8014,피자_하와이언 피자 팬 (F),1220.0,0.0,16.49,0.0,295
8015,피자_하와이언 피자 팬 (L),870.0,0.0,16.42,0.0,292
8017,피자_하와이언 피자 팬 (R),445.0,0.0,15.16,0.0,292
8019,피자_하와이언 피자 흑미스크린 (L),952.0,0.0,10.92,0.0,205
8020,피자_하와이언 피자 흑미스크린 (R),510.0,0.0,9.41,0.0,198
8021,피자_하와이언 피자 흑미스크린치즈크러스트 (L),1040.0,0.0,10.77,0.0,202
8022,피자_하와이언 피자 흑미스크린치즈크러스트 (R),576.0,0.0,10.42,0.0,194
8024,피자_하프앤하프 피자 골드 (L),1191.0,0.0,10.2,0.0,231
8025,피자_하프앤하프 피자 골드 (R),728.0,0.0,10.99,0.0,231
8026,피자_하프앤하프 피자 에그타르트 (L),1191.0,0.0,9.28,0.0,237
8027,피자_하프앤하프 피자 에그타르트 (R),728.0,0.0,10.44,0.0,239
8028,피자_하프앤하프 피자 크림치즈 (L),1237.0,0.0,9.19,0.0,232
8029,피자_하프앤하프 피자 크림치즈 (R),756.0,0.0,10.05,0.0,233
8030,기타차_엘더베리 핫(HOT),355.0,0.0,0.0,0.0,0
8031,피자_하와이언 피자 밀스크린체다크림크러스트 (L),1072.0,0.0,10.45,0.0,219
8032,피자_하와이언 피자 밀스크린체다크림크러스트 (R),582.0,0.0,9.28,0.0,210
8033,피자_하와이언 피자 밀스크린치즈크러스트 (L),1072.0,0.0,11.19,0.0,213
8034,피자_하와이언 피자 밀스크린치즈크러스트 (R),588.0,0.0,10.2,0.0,204
8035,피자_하와이언 피자 백미스크린 (L),944.0,0.0,11.02,0.0,211
8036,피자_하와이언 피자 백미스크린 (R),504.0,0.0,9.52,0.0,204
8037,피자_하와이언 피자 백미스크린치즈크러스트 (L),1040.0,0.0,10.77,0.0,206
8038,피자_하와이언 피자 백미스크린치즈크러스트 (R),576.0,0.0,10.42,0.0,197
8039,피자_하와이언 피자 석쇠 (F),1120.0,0.0,16.29,0.0,289
8040,피자_하와이언 피자 석쇠 (L),810.0,0.0,16.42,0.0,292
8041,피자_하와이언 피자 석쇠 (R),415.0,0.0,14.9,0.0,286
8042,피자_하와이언 피자 씬 (L),744.0,0.0,10.75,0.0,211
8043,피자_하와이언 피자 씬 (R),420.0,0.0,10.0,0.0,209
8044,피자_하와이언 피자 체다크림크러스트 (L),1112.0,0.0,10.79,0.0,215
8045,피자_하와이언 피자 체다크림크러스트 (R),642.0,0.0,10.28,0.0,214
8046,피자_하와이언 피자 치즈크러스트 (F),1250.0,0.0,16.82,0.0,287
8047,피자_하와이언 피자 치즈크러스트 (L),1010.0,0.0,17.18,0.0,295
8049,피자_하와이안 피자 (R),565.0,0.0,9.86,0.0,246
8050,피자_하와이안 피자 (XL),1160.0,0.0,9.84,0.0,243
8051,피자_하와이안 피자 오리지널 (M),545.0,29.48,14.29,12.86,268
8052,피자_하와이안 피자,317.0,0.0,10.95,0.0,258
8053,피자_하와이언쉬림프 피자 (L),878.0,0.0,10.98,0.0,219
8054,피자_하와이언쉬림프 피자 (M),666.0,0.0,11.22,0.0,204
8055,피자_하와이언 피자 (L),763.0,0.0,11.43,0.0,235
8057,피자_하와이언 피자 (M),545.0,0.0,11.5,0.0,223
8058,피자_하와이언 피자 (XL),1032.0,0.0,9.38,0.0,212
8059,피자_하와이언 피자 고구마크러스트 (L),1104.0,0.0,10.14,0.0,214
8060,피자_하와이언 피자 고구마크러스트 (R),636.0,0.0,9.43,0.0,213
8061,피자_하와이언 피자 라이스골드 (F),1543.0,0.0,16.47,0.0,277
8062,피자_하와이언 피자 라이스바이트 (F),1652.0,0.0,15.21,0.0,283
8063,피자_하와이언 피자 밀스크린 (L),976.0,0.0,10.66,0.0,218
8064,피자_하와이언 피자 밀스크린 (R),522.0,0.0,10.34,0.0,209
8065,피자_하와이언 피자 밀스크린고구마크러스트 (L),1072.0,0.0,9.7,0.0,216
8066,피자_하와이언 피자 밀스크린고구마크러스트 (R),576.0,0.0,9.38,0.0,209
8067,기타차_엘더베리 아이스(ICED),355.0,0.0,0.0,0.0,0
8068,피자_하나둘셋치즈 피자 (L),982.0,0.0,21.0,0.0,323
8069,피자_하와이안 포카챠,220.0,0.0,8.64,0.0,189
8070,피자_하와이안쉬림프 피자 (L),1202.0,0.0,8.44,0.0,149
8071,피자_하와이안쉬림프 피자바이트 (L),999.0,0.0,11.76,0.0,223
8072,피자_하와이안슈림프 피자 오리지널 (L),1102.0,0.0,10.14,0.0,207
8073,피자_하와이안스페셜 피자 오리진 (L),948.0,0.0,12.69,0.0,251
8074,피자_하와이안스페셜 피자 오리진 (R),612.0,0.0,14.38,0.0,242
8075,피자_하와이안스페셜 피자 치즈캡 (L),1070.0,0.0,13.91,0.0,253
8076,피자_하와이안스페셜 피자 치즈캡 (R),708.0,0.0,15.82,0.0,246
8077,피자_하와이안 피자 (F),977.0,0.0,9.84,0.0,234
8080,피자_하와이안 피자(L),773.0,0.0,15.18,0.0,288
8085,피자_하와이안 피자 (P),1242.0,0.0,9.68,0.0,234
8088,피자_퐁듀골드포테이토 피자 (L),1113.0,0.0,12.45,0.0,300
8089,피자_퐁듀눈꽃치즈 피자 (L),1279.0,0.0,8.75,0.0,248
8090,피자_퐁듀불금 피자 (L),1028.0,0.0,13.95,0.0,263
8091,피자_푸팟퐁커리 피자 (L),930.0,0.0,9.4,0.0,280
8092,피자_푸팟퐁커리 피자 마니아 에어도우 (L),891.0,0.0,9.91,0.0,259
8093,피자_푸팟퐁커리 피자 마니아 파마산엣지 (L),914.0,0.0,10.44,0.0,261
8094,피자_푸팟퐁커리 피자,457.0,0.0,12.46,0.0,296
8095,피자_풀드포크바베큐 피자 (F),1103.0,0.0,12.32,0.0,262
8096,피자_풀드포크바베큐 피자 (L),820.0,0.0,12.62,0.0,260
8097,피자_풀드포크바베큐 피자 (P),1403.0,0.0,12.14,0.0,262
8098,피자_풀드포크 피자 (L),1065.0,0.0,11.61,0.0,214
8099,피자_풀드포크 피자 (M),820.0,0.0,11.33,0.0,205
8100,피자_프랑크필레 피자 (L),1206.0,0.0,11.26,0.0,259
8101,피자_프리미엄불고기 피자 (XL),984.0,0.0,13.41,0.0,260
8102,피자_프리미엄직화불고기 피자 (F),860.0,0.0,12.04,0.0,270
8103,피자_프리미엄직화불고기 피자 (L),639.0,0.0,11.88,0.0,272
8104,피자_프리미엄직화불고기 피자 (P),1093.0,0.0,11.93,0.0,272
8105,피자_프리미엄포테이토 피자 (L),824.0,0.0,12.6,0.0,242
8106,피자_포테이토 피자 오리진 (L),959.0,0.0,12.54,0.0,238
8107,피자_포테이토 피자 오리진 (R),589.0,0.0,10.88,0.0,240
8108,피자_포테이토 피자 체다크림크러스트 (L),1096.0,0.0,10.22,0.0,225
8109,피자_포테이토 피자 체다크림크러스트 (R),630.0,0.0,9.52,0.0,225
8110,피자_포테이토 피자 치즈캡 (L),1082.0,0.0,13.59,0.0,241
8111,피자_포테이토 피자 치즈캡 (R),685.0,0.0,12.28,0.0,244
8112,피자_포테이토 피자 치즈크러스트 (L),1088.0,0.0,11.03,0.0,220
8113,피자_포테이토 피자 치즈크러스트 (R),636.0,0.0,10.38,0.0,219
8114,피자_포테이토 피자 크림치즈 (L),1353.0,0.0,9.91,0.0,237
8115,피자_포테이토 피자 크림치즈 (R),735.0,0.0,9.24,0.0,235
8116,피자_포테이토 피자 팬 (L),992.0,0.0,10.48,0.0,227
8117,피자_포테이토 피자 팬 (R),570.0,0.0,9.47,0.0,225
8118,피자_포테이토 피자 흑미스크린 (L),936.0,0.0,10.26,0.0,216
8119,피자_포테이토 피자 흑미스크린 (R),498.0,0.0,9.64,0.0,211
8120,피자_포테이토 피자 흑미스크린치즈크러스트 (L),1024.0,0.0,10.94,0.0,213
8121,피자_포테이토 피자 흑미스크린치즈크러스트 (R),564.0,0.0,9.57,0.0,205
8124,기타차_슬림 청포도 리치 히비스커스티,100.0,0.0,0.07,0.0,0
8125,피자_포테이토 피자 골드 (R),707.0,0.0,10.17,0.0,234
8126,피자_포테이토 피자 밀스크린 (L),960.0,0.0,10.0,0.0,229
8127,피자_포테이토 피자 밀스크린 (R),510.0,0.0,9.41,0.0,222
8128,피자_포테이토 피자 밀스크린고구마크러스트 (L),1056.0,0.0,9.09,0.0,225
8129,피자_포테이토 피자 밀스크린고구마크러스트 (R),570.0,0.0,8.42,0.0,219
8130,피자_포테이토 피자 밀스크린체다크림크러스트 (L),1056.0,0.0,9.85,0.0,229
8131,피자_포테이토 피자 밀스크린체다크림크러스트 (R),570.0,0.0,9.47,0.0,222
8132,피자_포테이토 피자 밀스크린치즈크러스트 (L),1056.0,0.0,10.61,0.0,222
8133,피자_포테이토 피자 밀스크린치즈크러스트 (R),582.0,0.0,10.31,0.0,213
8134,피자_포테이토 피자바이트 (L),940.0,0.0,12.0,0.0,256
8135,피자_포테이토 피자 백미스크린 (L),928.0,0.0,10.34,0.0,222
8136,피자_포테이토 피자 백미스크린 (R),498.0,0.0,9.64,0.0,214
8137,피자_포테이토 피자 백미스크린치즈크러스트 (L),1024.0,0.0,10.94,0.0,216
8138,피자_포테이토 피자 백미스크린치즈크러스트 (R),564.0,0.0,9.57,0.0,209
8139,피자_포테이토 피자 씬 (L),728.0,0.0,9.89,0.0,225
8140,피자_포테이토 피자 씬 (R),408.0,0.0,8.82,0.0,225
8141,피자_포테이토 피자 에그타르트 (L),1255.0,0.0,11.42,0.0,228
8142,피자_포테이토 피자 에그타르트 (R),707.0,0.0,9.04,0.0,241
8143,피자_포테이토 피자 오리지널 (M),631.0,28.48,9.96,9.42,239
8144,피자_포테이토 피자 트리플치즈버스트 엣지 (L),1387.0,0.0,10.98,0.0,234
8145,피자_포테이토골드 피자 (L),1048.0,0.0,13.61,0.0,259
8146,피자_포테이토골드 피자 석쇠 (F),1474.0,0.0,13.57,0.0,254
8147,피자_포테이토골드 피자 석쇠 (L),966.0,0.0,14.19,0.0,256
8148,피자_포테이토골드 피자 석쇠 (R),514.0,0.0,12.75,0.0,252
8149,피자_포테이토펍스 피자 (L),1188.0,0.0,9.83,0.0,251
8157,피자_포테이토 피자 (XL),1228.0,0.0,14.63,0.0,265
8159,피자_포테이토 피자 고구마크러스트 (L),1088.0,0.0,9.56,0.0,223
8160,피자_포테이토 피자 고구마크러스트 (R),630.0,0.0,8.57,0.0,222
8161,피자_포테이토 피자 골드 (L),1307.0,0.0,10.85,0.0,237
8162,피자_페페로니 피자 석쇠 (G),1174.0,0.0,16.24,0.0,292
8163,피자_페페로니 피자 석쇠 (L),696.0,0.0,16.09,0.0,292
8164,피자_페페로니 피자 석쇠 (R),455.0,0.0,15.79,0.0,292
8165,피자_페페로니 피자 씬도우 (L),479.0,0.0,16.67,0.0,343
8167,피자_페페로니 피자 씬도우 (R),332.0,0.0,16.0,0.0,357
8169,피자_페페로니 피자 치즈링 (G),1394.0,0.0,17.27,0.0,284
8170,피자_페페로니 피자 치즈링 (L),816.0,0.0,16.67,0.0,284
8171,피자_페페로니 피자 치즈링 (R),555.0,0.0,16.55,0.0,283
8172,피자_페페로니 피자 치즈크러스트 (L),927.0,0.0,14.0,0.0,280
8173,피자_페페로니 피자 치즈크러스트 (M),533.0,0.0,14.34,0.0,280
8174,피자_포새이돈 피자 (L),1032.0,0.0,12.09,0.0,241
8175,피자_포슬포슬 감자 피자 씬 크러스트 (R),536.0,0.0,10.88,0.0,270
8176,피자_포테이토 피자 나폴리 (L),936.0,19.18,9.58,12.94,232
8178,피자_포테이토 피자 씬 (M),411.0,19.25,9.85,15.28,254
8179,피자_포테이토 피자 오리지널 (L),1142.0,26.51,9.14,8.79,222
8180,기타차_슬림 청포도 레몬 캐모마일티,100.0,0.0,0.06,0.0,0
8181,피자_페퍼로니 피자 팬 (L),808.0,0.0,18.38,0.0,308
8182,피자_페퍼로니 피자 팬 (R),414.0,0.0,18.38,0.0,309
8189,피자_페페로니 피자 (M),400.0,0.0,14.54,0.0,280
8190,피자_페페로니 피자 골드스윗 (G),1509.0,0.0,15.23,0.0,291
8191,피자_페페로니 피자 골드스윗 (L),886.0,0.0,15.32,0.0,292
8192,피자_페페로니 피자 골드스윗 (R),600.0,0.0,14.67,0.0,291
8193,피자_페페로니 피자 리치골드(L),1046.0,0.0,12.54,0.0,280
8194,피자_페페로니 피자 리치골드 (M),604.0,0.0,12.55,0.0,280
8195,피자_페페로니 피자 리코타링 (G),1354.0,0.0,15.56,0.0,296
8196,피자_페페로니 피자 리코타링 (L),796.0,0.0,16.0,0.0,294
8197,피자_페페로니 피자 리코타링 (R),535.0,0.0,15.67,0.0,296
8198,피자_페페로니 피자 밀도우 (L),700.0,0.0,10.23,0.0,113
8199,피자_페페로니 피자 밀도우 (R),562.0,0.0,6.8,0.0,76
8200,피자_페퍼로니 피자 (XL),936.0,0.0,19.15,0.0,271
8201,피자_페퍼로니 피자 라이스골드 (F),1456.0,0.0,17.84,0.0,284
