index,식품명,식품중량,탄수화물(g),단백질(g),지방(g),에너지(kcal)
8202,피자_페퍼로니 피자 라이스골드 (L),1108.0,0.0,17.35,0.0,297
8203,피자_페퍼로니 피자 라이스골드 (R),634.0,0.0,17.64,0.0,301
8204,피자_페퍼로니 피자 라이스바이트 (F),1538.0,0.0,16.55,0.0,292
8205,피자_페퍼로니 피자 라이스바이트 (L),1188.0,0.0,16.84,0.0,298
8206,피자_페퍼로니 피자 라이스바이트 (R),734.0,0.0,16.11,0.0,301
8207,피자_페퍼로니 피자 마니아 에어도우 (L),810.0,0.0,13.07,0.0,274
8208,피자_페퍼로니 피자 마니아 에어도우 (M),443.0,0.0,12.99,0.0,274
8209,피자_페퍼로니 피자 마니아 파마산엣지 (L),834.0,0.0,13.56,0.0,276
8210,피자_페퍼로니 피자 마니아 파마산엣지 (M),458.0,0.0,13.55,0.0,276
8211,피자_페퍼로니 피자 석쇠 (F),1033.0,0.0,18.38,0.0,303
8212,피자_페퍼로니 피자 석쇠 (L),748.0,0.0,18.34,0.0,304
8213,피자_페퍼로니 피자 석쇠 (R),384.0,0.0,18.35,0.0,305
8214,피자_페퍼로니 피자 치즈크러스트 (F),1163.0,0.0,18.71,0.0,299
8215,피자_페퍼로니 피자 치즈크러스트 (L),948.0,0.0,18.67,0.0,303
8216,피자_페퍼로니 피자 치즈크러스트 (R),554.0,0.0,18.85,0.0,307
8217,피자_페퍼로니 피자 팬 (F),1133.0,0.0,18.42,0.0,308
8218,기타차_핑크 리치 프룻티,458.0,0.0,0.04,0.0,51
8220,커피_바닐라 라떼 아이스(ICED) (ML),710.0,3.38,0.85,0.0,31
8224,커피_바닐라 라떼 핫(HOT) (ML),591.0,5.25,1.69,0.0,50
8225,커피_바닐라 빈 라떼 아이스(ICED),473.0,0.0,1.59,0.0,45
8226,커피_바닐라 빈 라떼 핫(HOT),473.0,0.0,1.95,0.0,65
8227,커피_바닐라 콜드브루 아이스(ICED),650.0,6.56,1.22,0.0,51
8228,커피_바닐라 크림콜드브루 아이스(ICED),591.0,0.0,0.17,0.0,40
8229,커피_바닐라다크리카노 아이스(ICED),591.0,0.0,0.17,0.0,25
8230,커피_바닐라다크리카노 핫(HOT),591.0,0.0,0.17,0.0,25
8231,커피_바닐라딥 라떼 아이스(ICED),591.0,0.0,1.52,0.0,52
8232,커피_바닐라딥 라떼 핫(HOT),591.0,0.0,1.86,0.0,63
8233,커피_바닐라 라떼,100.0,0.0,1.41,0.0,50
8234,커피_바닐라 라떼 아이스(ICED),650.0,6.75,1.36,0.0,57
8236,커피_바닐라 라떼 아이스(ICED) (K(코끼리)),650.0,0.0,2.92,0.0,75
8238,커피_레트로 커피 핫(HOT) (ML),591.0,7.11,0.34,0.0,50
8239,커피_리얼바닐라빈 아이스(ICED),650.0,6.46,1.35,0.0,55
8240,커피_리얼바닐라빈 핫(HOT),500.0,9.35,2.33,0.0,85
8241,커피_믹스커피 아이스(ICED),591.0,0.0,0.17,0.0,63
8243,커피_믹스커피 핫(HOT),591.0,0.0,0.17,0.0,63
8245,커피_민트카페모카 아이스(ICED) (L),450.0,0.0,1.29,0.0,84
8246,커피_민트카페모카 아이스(ICED) (R),400.0,0.0,1.28,0.0,76
8247,커피_민트카페모카 핫(HOT) (L),400.0,0.0,2.58,0.0,119
8248,커피_민트카페모카 핫(HOT) (R),340.0,0.0,2.56,0.0,110
8249,커피_밀크카라멜마키아또 아이스(ICED),650.0,8.6,1.14,0.0,62
8250,커피_밀크카라멜마키아또 핫(HOT),500.0,12.07,2.02,0.0,93
8251,커피_바나나 달달 커피 아이스(ICED),591.0,0.0,0.61,0.0,76
8252,커피_바나나 달달 커피 핫(HOT),473.0,0.0,0.72,0.0,87
8253,커피_바나리카노 아이스(ICED),940.0,0.11,0.04,0.0,1
8257,커피_디카페인 피스타치오 카페 라떼 핫(HOT),500.0,13.96,1.8,0.0,91
8258,커피_디카페인 허니아메리카노 아이스(ICED),650.0,3.78,0.0,0.02,15
8259,커피_디카페인 허니아메리카노 핫(HOT),500.0,4.92,0.0,0.02,20
8260,커피_디카페인 헤이즐넛 라떼 아이스(ICED),591.0,0.0,0.69,0.0,61
8261,커피_디카페인 헤이즐넛 라떼 핫(HOT),473.0,0.0,2.41,0.0,87
8262,커피_디카페인 헤이즐넛 커피 아이스(ICED),591.0,0.0,0.3,0.0,35
8263,커피_디카페인 헤이즐넛 커피 핫(HOT),473.0,0.0,0.38,0.0,43
8264,커피_디카페인 헤이즐넛 크림콜드브루 아이스(ICED),591.0,0.0,0.17,0.0,40
8265,커피_디카페인 헤이즐넛딥라떼 아이스(ICED),591.0,0.0,1.35,0.0,52
8266,커피_디카페인 헤이즐넛딥라떼 핫(HOT),591.0,0.0,1.86,0.0,63
8267,커피_디카페인 헤이즐넛아메리카노 아이스(ICED),650.0,5.02,0.0,0.0,21
8268,커피_디카페인 헤이즐넛아메리카노 핫(HOT),500.0,6.52,0.0,0.02,27
8269,커피_라떼 달구나 아이스(ICED) (L),946.0,7.08,1.16,0.0,44
8270,커피_라떼 달구나 아이스(ICED) (ML),710.0,7.04,0.99,0.0,42
8271,커피_라떼 달구나 핫(HOT) (ML),591.0,9.31,1.69,0.0,61
8272,커피_레몬아메리카노 아이스(ICED),591.0,0.0,0.0,0.0,42
8273,커피_레트로 커피 아이스(ICED) (L),946.0,5.29,0.21,0.0,36
8274,커피_레트로 커피 아이스(ICED) (ML),710.0,4.65,0.28,0.0,30
8275,탄산음료_파인소다 아이스(ICED) (L),946.0,0.0,0.0,0.0,31
8276,커피_디카페인 카페 라떼 핫(HOT),500.0,3.62,2.1,0.0,50
8277,커피_디카페인 카페모카 아이스(ICED),591.0,0.0,1.69,0.0,80
8279,커피_디카페인 카페모카 핫(HOT),591.0,0.0,2.03,0.0,92
8281,커피_디카페인 콜드브루 라떼 아이스(ICED),355.0,0.0,1.69,0.0,31
8283,커피_디카페인 콜드브루 아이스(ICED),591.0,0.0,0.17,0.0,2
8285,커피_디카페인 콜드브루 아이스(ICED) (L),946.0,0.0,0.0,0.0,2
8286,커피_디카페인 콜드브루 아이스(ICED) (ML),710.0,0.0,0.0,0.0,2
8287,커피_디카페인 콜드브루 아인슈페너 아이스(ICED),355.0,0.0,1.41,0.0,77
8288,커피_디카페인 콜드브루 핫(HOT),473.0,0.0,0.06,0.0,2
8290,커피_디카페인 콜드브루 라떼 아이스(ICED) (L),946.0,1.8,1.06,0.0,23
8291,커피_디카페인 콜드브루 라떼 아이스(ICED) (ML),710.0,1.69,0.99,0.0,21
8292,커피_디카페인 크리미 라떼 아이스(ICED),650.0,5.16,0.9,0.0,77
8293,커피_디카페인 피스타치오 카페 라떼 아이스(ICED),650.0,9.97,0.92,0.0,60
8294,탄산음료_체리팡팡 아이스(ICED) (L),946.0,12.79,0.0,0.0,53
8295,커피_디카페인 아인슈페너 핫(HOT),414.0,0.0,1.45,0.0,115
8296,커피_디카페인 에스프레소 핫(HOT),500.0,0.12,0.0,0.02,1
8297,커피_디카페인 연유 라떼 아이스(ICED),591.0,0.0,1.86,0.0,64
8299,커피_디카페인 연유 라떼 핫(HOT),591.0,0.0,2.37,0.0,75
8301,커피_디카페인 오트카페 라떼 아이스(ICED),591.0,0.0,0.34,0.0,26
8302,커피_디카페인 오트카페 라떼 핫(HOT),591.0,0.0,0.51,0.0,39
8303,커피_디카페인 제로슈가 스위트 아메리카노 아이스(ICED),650.0,2.38,0.0,0.02,0
8304,커피_디카페인 제로슈가 스위트 아메리카노 핫(HOT),500.0,3.09,0.0,0.02,1
8305,커피_디카페인 카라멜마끼야또 아이스(ICED),591.0,0.0,1.35,0.0,59
8306,커피_디카페인 카라멜마끼야또 핫(HOT),591.0,0.0,1.86,0.0,71
8307,커피_디카페인 카페 라떼 아이스(ICED),591.0,0.0,1.27,0.0,28
8309,커피_디카페인 카페 모카 아이스(ICED),591.0,0.0,1.44,0.0,45
8310,커피_디카페인 카페 모카 핫(HOT),473.0,0.0,2.3,0.0,67
8314,커피_디카페인 바닐라 라떼 아이스(ICED),591.0,0.0,1.29,0.0,41
8315,커피_디카페인 바닐라 라떼 핫(HOT),473.0,0.0,2.11,0.0,62
8316,커피_디카페인 바닐라 크림콜드브루 아이스(ICED),591.0,0.0,0.17,0.0,40
8317,커피_디카페인 바닐라딥라떼 아이스(ICED),591.0,0.0,1.35,0.0,52
8318,커피_디카페인 바닐라딥라떼 핫(HOT),591.0,0.0,1.86,0.0,63
8321,커피_디카페인 베트남 연유 커피 아이스(ICED),591.0,0.0,0.54,0.0,59
8322,커피_디카페인 시나몬라떼 아이스(ICED),650.0,6.74,1.09,0.0,46
8323,커피_디카페인 시나몬라떼 핫(HOT),500.0,9.71,1.99,0.0,73
8324,커피_디카페인 아메리카노 아이스(ICED),591.0,0.0,0.05,0.0,1
8326,커피_디카페인 아메리카노 핫(HOT),473.0,0.0,0.06,0.0,2
8328,커피_디카페인 아몬드 라떼 아이스(ICED),591.0,0.0,1.29,0.0,41
8329,커피_디카페인 아몬드 라떼 핫(HOT),473.0,0.0,2.11,0.0,62
8330,커피_디카페인 아인슈페너 아이스(ICED),414.0,0.0,1.21,0.0,135
8332,탄산음료_슬림 청포도 탄산수,100.0,0.0,0.03,0.0,12
8333,커피_돌체 콜드브루 라떼 핫(HOT) (L),946.0,0.0,1.73,0.0,58
8334,커피_돌체 콜드브루 라떼 핫(HOT) (M),591.0,0.0,2.01,0.0,62
8335,커피_돌체 콜드브루 아이스(ICED),650.0,8.24,2.08,0.0,66
8336,커피_돌체 라떼 아이스(ICED),420.0,0.0,2.0,0.0,64
8337,커피_돌체 라떼 핫(HOT),420.0,0.0,3.4,0.0,96
8338,커피_돌체콜드브루 아이스(ICED),591.0,0.0,1.69,0.0,54
8339,커피_디카페인 꿀 라떼 아이스(ICED),591.0,0.0,1.27,0.0,47
8340,커피_디카페인 꿀 라떼 핫(HOT),473.0,0.0,2.09,0.0,70
8341,커피_디카페인 꿀 커피 아이스(ICED),591.0,0.0,0.05,0.0,20
8342,커피_디카페인 꿀 커피 핫(HOT),473.0,0.0,0.06,0.0,26
8343,커피_디카페인 달고나 콜드브루 라떼 아이스(ICED),591.0,0.0,1.24,0.0,59
8344,커피_디카페인 달고나 콜드브루 라떼 핫(HOT),473.0,0.0,2.05,0.0,84
8345,커피_디카페인 돌체 콜드브루 라떼 아이스(ICED),591.0,0.0,1.34,0.0,57
8346,커피_디카페인 밀크카라멜마키아또 아이스(ICED),650.0,8.61,1.11,0.0,62
8347,커피_디카페인 밀크카라멜마키아또 핫(HOT),500.0,12.1,1.98,0.0,93
8348,커피_디카페인 바나나 달달 커피 아이스(ICED),591.0,0.0,0.52,0.0,76
8349,커피_디카페인 바나나 달달 커피 핫(HOT),473.0,0.0,0.59,0.0,87
8350,커피_디카페인 바나리카노 아이스(ICED),650.0,0.18,0.0,0.03,1
8351,탄산음료_슬림 깔라만시 탄산수,100.0,0.0,0.05,0.0,5
8352,커피_더블돌체 라떼 핫(HOT) (L),400.0,0.0,2.93,0.0,100
8353,커피_더블돌체 라떼 핫(HOT) (R),340.0,0.0,2.94,0.0,100
8355,커피_돌체 라떼 아이스(ICED) (L),946.0,4.33,1.16,0.0,37
8357,커피_돌체 라떼 아이스(ICED) (M),591.0,0.0,1.57,0.0,52
8358,커피_돌체 라떼 아이스(ICED) (ML),710.0,4.23,1.13,0.0,36
8360,커피_돌체 라떼 핫(HOT) (L),946.0,0.0,1.79,0.0,56
8361,커피_돌체 라떼 핫(HOT) (M),591.0,0.0,2.08,0.0,63
8362,커피_돌체 라떼 핫(HOT) (ML),591.0,6.43,2.03,0.0,59
8363,커피_돌체 콜드 브루 라떼 아이스(ICED),473.0,0.0,1.18,0.0,36
8364,커피_돌체 콜드브루 라떼 디카페인 아이스(ICED) (L),946.0,0.0,1.51,0.0,54
8365,커피_돌체 콜드브루 라떼 디카페인 아이스(ICED) (M),591.0,0.0,1.44,0.0,50
8366,커피_돌체 콜드브루 라떼 디카페인 핫(HOT) (L),946.0,0.0,1.67,0.0,58
8367,커피_돌체 콜드브루 라떼 디카페인 핫(HOT) (M),591.0,0.0,1.95,0.0,61
8368,커피_돌체 콜드브루 라떼 아이스(ICED),591.0,0.0,1.3,0.0,58
8369,커피_돌체 콜드브루 라떼 아이스(ICED) (L),946.0,0.0,1.58,0.0,55
8370,커피_돌체 콜드브루 라떼 아이스(ICED) (M),591.0,0.0,1.51,0.0,51
8371,커피_녹차 샷 라떼 아이스(ICED),591.0,0.0,1.51,0.0,58
8372,커피_녹차 샷 라떼 핫(HOT),473.0,0.0,2.39,0.0,84
8373,커피_달고나 콜드브루 라떼 아이스(ICED),591.0,0.0,1.24,0.0,58
8374,커피_달고나 콜드브루 라떼 핫(HOT),473.0,0.0,2.05,0.0,84
8375,커피_달고나커피 아이스(ICED),591.0,0.0,1.18,0.0,66
8376,커피_달고나커피 핫(HOT),650.0,0.0,1.08,0.0,62
8377,커피_더벤티사이즈 디카페인 아메리카노 아이스(ICED),946.0,0.0,0.11,0.0,3
8378,커피_더벤티사이즈 디카페인 카페 라떼 아이스(ICED),946.0,0.0,1.37,0.0,32
8379,커피_더벤티사이즈 믹스커피 아이스(ICED),946.0,0.0,0.21,0.0,59
8380,커피_더벤티사이즈 아메리카노 아이스(ICED),946.0,0.0,0.21,0.0,3
8381,커피_더벤티사이즈 카페 라떼 아이스(ICED),946.0,0.0,1.48,0.0,32
8382,커피_더블 모카 라떼 아이스(ICED) (K(코끼리)),650.0,0.0,2.62,0.0,74
8383,커피_더블 모카 라떼 아이스(ICED) (L),473.0,0.0,2.96,0.0,83
8384,커피_더블 모카 라떼 아이스(ICED) (R),355.0,0.0,3.1,0.0,94
8385,커피_더블 모카 라떼 핫(HOT) (K(코끼리)),650.0,0.0,2.62,0.0,74
8386,커피_더블 모카 라떼 핫(HOT) (L),473.0,0.0,2.96,0.0,83
8387,커피_더블 모카 라떼 핫(HOT) (R),355.0,0.0,3.1,0.0,94
8388,커피_더블돌체 라떼 아이스(ICED) (L),450.0,0.0,1.82,0.0,71
8389,커피_더블돌체 라떼 아이스(ICED) (R),400.0,0.0,1.83,0.0,72
8390,커피_그린티더블샷 핫(HOT),290.0,0.0,2.07,0.0,99
8391,커피_꿀 다크리카노 아이스(ICED),591.0,0.0,0.17,0.0,29
8392,커피_꿀 다크리카노 핫(HOT),591.0,0.0,0.17,0.0,29
8393,커피_꿀 커피 아이스(ICED),591.0,0.0,0.12,0.0,21
8394,커피_꿀 커피 핫(HOT),473.0,0.0,0.15,0.0,26
8395,커피_꿀 라떼 아이스(ICED),591.0,0.0,1.34,0.0,47
8396,커피_꿀 라떼 아이스(ICED) (L),946.0,0.0,0.08,0.0,17
8397,커피_꿀 라떼 아이스(ICED) (M),591.0,0.0,0.07,0.0,18
8398,커피_꿀 라떼 핫(HOT),473.0,0.0,2.18,0.0,70
8399,커피_꿀 라떼 핫(HOT) (L),946.0,0.0,0.11,0.0,17
8400,커피_꿀 라떼 핫(HOT) (M),591.0,0.0,0.07,0.0,18
8401,커피_꿀메리카노 I’m B 아이스(ICED) (L),946.0,0.0,0.1,0.0,17
8402,커피_꿀메리카노 I’m B 아이스(ICED) (M),591.0,0.0,0.05,0.0,18
8403,커피_꿀메리카노 I’m B 핫(HOT) (L),946.0,0.0,0.04,0.0,16
8404,커피_꿀메리카노 I’m B 핫(HOT) (M),591.0,0.0,0.07,0.0,18
8405,커피_꿀메리카노 I’m D 아이스(ICED) (L),946.0,0.0,0.11,0.0,17
8406,커피_꿀메리카노 I’m D 아이스(ICED) (M),591.0,0.0,0.07,0.0,18
8407,커피_꿀메리카노 I’m D 핫(HOT) (L),946.0,0.0,0.04,0.0,16
8408,커피_꿀메리카노 I’m D 핫(HOT) (M),591.0,0.0,0.08,0.0,19
8409,커피_화이트 초콜렛 모카 아이스(ICED),414.0,0.0,1.21,0.0,75
8410,커피_화이트 초콜렛 모카 핫(HOT) (EX),651.0,0.0,2.05,0.0,79
8411,커피_화이트 초콜렛 모카 핫(HOT),414.0,0.0,1.85,0.0,84
8412,커피_화이트 초콜릿 모카 아이스(ICED) (Tall),355.0,0.0,1.97,0.0,73
8413,커피_화이트 초콜릿 모카 핫(HOT) (Tall),355.0,0.0,3.1,0.0,97
8414,커피_화이트모카 아이스(ICED) (L),574.0,0.0,1.38,0.0,91
8415,커피_화이트모카 아이스(ICED) (R),409.0,0.0,1.1,0.0,85
8416,커피_화이트모카 아이스(ICED),473.0,0.0,1.12,0.0,60
8417,커피_화이트모카 핫(HOT),384.0,0.0,1.77,0.0,83
8418,커피_흑당콜드브루 (EX),651.0,0.0,1.38,0.0,61
8419,커피_흑당콜드브루,414.0,0.0,1.21,0.0,60
8420,커피_흑임자카페 라떼 아이스(ICED) (L),473.0,0.0,2.33,0.0,101
8421,커피_흑임자카페 라떼 아이스(ICED) (Max),591.0,0.0,2.03,0.0,91
8422,커피_흑임자카페 라떼 아이스(ICED) (R),414.0,0.0,1.93,0.0,86
8423,커피_흑임자카페 라떼 핫(HOT) (L),473.0,0.0,2.75,0.0,98
8424,커피_흑임자카페 라떼 핫(HOT) (R),355.0,0.0,2.82,0.0,100
8425,커피_그린티 카페 라떼 아이스(ICED),355.0,0.0,2.82,0.0,83
8426,커피_그린티 카페 라떼 핫(HOT),355.0,0.0,2.82,0.0,83
8427,커피_그린티더블샷 아이스(ICED),440.0,0.0,1.14,0.0,53
8428,커피_헤이오트 라떼 아이스(ICED) (V),620.0,0.0,0.65,0.0,50
8429,커피_헤이오트 라떼 핫(HOT) (L),350.0,0.0,1.14,0.0,80
8430,커피_헤이오트 라떼 핫(HOT) (R),270.0,0.0,1.11,0.0,81
8435,커피_헤이즐넛 스타벅스 더블 샷,207.0,0.0,1.45,0.0,60
8436,커피_헤이즐넛 카페 라떼 아이스(ICED),473.0,0.0,1.21,0.0,44
8437,커피_헤이즐넛 카페 라떼 핫(HOT),384.0,0.0,2.34,0.0,109
8443,커피_헤이즐넛아메리카노,100.0,0.31,0.17,0.01,2
8444,커피_화이트 모카 핫(HOT) (L),464.0,0.0,1.96,0.0,115
8445,커피_화이트 모카 핫(HOT) (R),354.0,0.0,2.06,0.0,112
8446,커피_화이트 초콜렛 모카 아이스(ICED) (EX),651.0,0.0,1.22,0.0,62
8447,커피_콜드브루오리지널 아이스(ICED),591.0,0.0,0.14,0.0,1
8448,커피_콜드브루오리지널 핫(HOT),591.0,0.0,0.17,0.0,2
8449,커피_콜드브루,360.0,0.0,0.0,0.0,1
8452,커피_쿠키&크림 번버거 + 아메리카노 SET,681.0,0.0,1.32,0.0,88
8453,커피_큐브 라떼 아이스(ICED),591.0,0.0,1.9,0.0,52
8454,커피_크러쉬 아메리카노 (XL),660.0,0.0,0.0,0.0,0
8455,커피_클래식 아포가토 (Tall),355.0,0.0,1.13,0.0,68
8457,커피_티라미수 번버거 + 아메리카노 SET,671.0,0.0,1.4,0.0,82
8458,커피_티라미수 라떼 아이스(ICED),591.0,0.0,1.34,0.0,70
8459,커피_티라미수 라떼 핫(HOT),591.0,0.0,1.79,0.0,68
8460,커피_프리미엄 블렌드 딥 라떼 아이스(ICED),354.0,0.0,1.41,0.0,31
8461,커피_프리미엄 블렌드 딥 라떼 핫(HOT),354.0,0.0,1.98,0.0,40
8462,커피_프리미엄 블렌드 아메리카노 아이스(ICED),354.0,0.0,0.28,0.0,4
8463,커피_프리미엄 블렌드 아메리카노 핫(HOT),354.0,0.0,0.28,0.0,4
8464,커피_헤이오트 라떼 아이스(ICED) (L),470.0,0.0,0.64,0.0,47
8465,커피_헤이오트 라떼 아이스(ICED) (R),360.0,0.0,0.56,0.0,42
8466,커피_콜드브루 헤이즐넛 라떼 디카페인 (L),450.0,0.0,0.67,0.0,42
8467,커피_콜드브루 헤이즐넛 라떼 디카페인 (R),360.0,0.0,0.56,0.0,40
8468,커피_콜드브루 화이트 비엔나,414.0,0.0,1.45,0.0,66
8470,커피_콜드브루디카페인 아이스(ICED),591.0,0.0,0.08,0.0,1
8471,커피_콜드브루디카페인 핫(HOT),591.0,0.0,0.1,0.0,2
8472,커피_콜드브루 디카페인 라떼 아이스(ICED),591.0,0.0,1.34,0.0,24
8473,커피_콜드브루 디카페인 라떼 핫(HOT),591.0,0.0,1.46,0.0,26
8475,커피_콜드브루 라떼 아이스(ICED) (Max),591.0,0.0,1.02,0.0,34
8476,커피_콜드브루 라떼 아이스(ICED) (R),414.0,0.0,0.92,0.0,18
8478,커피_콜드브루라떼 아이스(ICED),355.0,0.0,1.97,0.0,43
8479,커피_콜드브루 라떼 연유,600.0,0.0,2.17,0.0,59
8480,커피_콜드브루 라떼 핫(HOT),591.0,0.0,1.52,0.0,28
8481,커피_콜드브루라떼 핫(HOT),355.0,0.0,2.82,0.0,55
8482,커피_콜드브루 라떼 흑당,600.0,0.0,1.5,0.0,51
8483,커피_콜드브루 라떼,600.0,0.0,1.33,0.0,29
8485,커피_콜드브루 아메리카노 (V),600.0,0.0,0.17,0.0,4
8486,커피_콜드브루 아메리카노 보틀,300.0,0.0,0.33,0.0,5
8487,커피_콜드브루 아메리카노,414.0,0.0,0.24,0.0,2
8489,커피_콜드브루 아이스(ICED) (Max),591.0,0.0,0.17,0.0,3
8491,커피_콜드브루 아이스볼 라떼,360.0,0.0,0.47,0.0,37
8492,커피_콜드브루 아인슈페너,414.0,0.0,0.48,0.0,20
8493,커피_콜드브루 연유 라떼,360.0,0.0,0.03,0.0,54
8494,커피_콜드브루 오리지널 프라페노 디카페인 (L),450.0,0.0,1.11,0.0,76
8495,커피_콜드브루 오리지널 프라페노 디카페인 (R),360.0,0.0,1.11,0.0,75
8496,커피_콜드브루 원액,500.0,0.0,0.8,0.0,13
8497,커피_콜드브루 카라멜 마끼아또 디카페인 (L),450.0,0.0,1.78,0.0,40
8498,커피_콜드브루 카라멜 마끼아또 디카페인 (R),360.0,0.0,1.67,0.0,40
8499,커피_콜드브루 카라멜 마끼아또,360.0,0.0,1.39,0.0,54
8500,커피_콜드브루 카라멜 프라페노 디카페인 (L),450.0,0.0,1.11,0.0,112
8501,커피_콜드브루 카라멜 프라페노 디카페인 (R),360.0,0.0,1.11,0.0,113
8502,커피_콜드브루 커피 아이스(ICED),420.0,0.48,0.24,0.0,2
8503,커피_콜드브루 크림넛,414.0,0.0,1.69,0.0,61
8504,커피_콜드브루 라떼 (V),600.0,0.0,1.17,0.0,25
8505,커피_콜드브루 라떼 디카페인 (L),450.0,0.0,0.67,0.0,30
8506,커피_콜드브루 라떼 디카페인 (R),360.0,0.0,0.83,0.0,31
8507,커피_콜드브루 라떼 보틀,300.0,0.0,2.0,0.0,43
8513,커피_콜드브루 라일락 바닐라빈 라떼 디카페인 (L),450.0,0.0,1.78,0.0,68
8514,커피_콜드브루 라일락 바닐라빈 라떼 디카페인 (R),360.0,0.0,1.67,0.0,61
8515,커피_콜드브루 모카 프라페노 디카페인 (L),450.0,0.0,1.11,0.0,104
8516,커피_콜드브루 모카 프라페노 디카페인 (R),360.0,0.0,1.11,0.0,104
8517,커피_콜드브루 바닐라 라떼,360.0,0.0,0.89,0.0,40
8518,커피_콜드브루 바닐라 플로트 디카페인 (R),360.0,0.0,1.39,0.0,69
8519,커피_콜드브루 브라운 슈가 버블 라떼 디카페인 (L),450.0,0.0,0.89,0.0,56
8520,커피_콜드브루 아메리카노 (EX),651.0,0.0,0.17,0.0,2
8521,커피_콜드브루 아메리카노 (L),500.0,0.0,0.2,0.0,4
8522,커피_콜드브루 아메리카노 (R),350.0,0.0,0.29,0.0,3
8528,커피_커피 더블 베네프레소 (S),210.0,0.0,1.43,0.0,72
8529,커피_커피 스타벅스 더블 샷,207.0,0.0,1.45,0.0,60
8530,커피_커피 아이스(ICED) (Tall),355.0,0.0,0.0,0.0,1
8531,커피_케냐 니에리,320.0,0.0,0.06,0.0,1
8532,커피_콜드 브루 (Tall),355.0,0.0,0.0,0.0,1
8533,커피_콜드 브루 몰트 (Tall),355.0,0.0,1.97,0.0,142
8534,커피_콜드 브루 오트 라떼 (Tall),355.0,0.0,0.28,0.0,34
8535,커피_콜드 브루 플로트 (Tall),355.0,0.0,0.85,0.0,63
8536,커피_콜드브루 디카페인 (L),450.0,0.0,0.22,0.0,3
8537,커피_콜드브루 디카페인 (R),360.0,0.0,0.0,0.0,3
8538,커피_콜드브루 딜라이트 아이스(ICED),354.0,0.0,1.69,0.0,58
8539,커피_콜드브루 라떼 (EX),651.0,0.0,1.6,0.0,32
8555,커피_카푸치노 핫(HOT) (Tall),355.0,0.0,1.69,0.0,31
